text,label
I can confirm that the house as well as the vehicle were not touched by water and are in perfect condition.,No Damage
Status update: Zero structural damage affecting the property,No Damage
"Heavy damage to the laptop , the bed , and the entire downstairs basement due to the standing water.",Medium Damage
Thankfully just the lawn ornaments leaving to totally dry the couch in the main living area.,Low Damage
"The flood ruined our bed , the clothing , and the entire downstairs windows due to the standing water.",Medium Damage
"Heavy damage to the TV , the vehicle , and the entire downstairs basement because of the storm surge.",Medium Damage
"The flood ruined our couch , the vehicle , and the entire downstairs kitchen due to the standing water.",Medium Damage
We checked the structure as well as the fridge were not touched by water with zero damage.,No Damage
"Heavy damage to the fridge , the toys , and the entire downstairs first floor after the river crested.",Medium Damage
Thankfully just the driveway gravel and didn't touch the car upstairs.,Low Damage
"Water destroyed the toys , the vehicle , and the entire downstairs first floor due to the standing water.",Medium Damage
"Notice of catastrophic total failure of the building. The structure itself, along with the truck and the clothing are gone completely.",Destroyed
The water only reached the driveway gravel leaving to totally dry the sofa upstairs.,Low Damage
"Notice of complete destruction event. Every single item, including the sofa and the HVAC were washed away down the street.",Destroyed
"We lost the water heater , the vehicle , and the entire downstairs subfloor due to the standing water.",Medium Damage
got lucky only a little puddles on the driveway imo,Low Damage
"I am reporting a total loss of property. Every single item, including the water heater and mattress have been obliterated.",Destroyed
"Notice of 100 percent casualty of the residence. The structure itself, along with the toys and bed have been obliterated.",Destroyed
We checked the store including the delicate couch were not touched by water and are in perfect condition.,No Damage
just a scare just some puddles on the garage imo,Low Damage
The water only reached the doormat and didn't touch the washer upstairs.,Low Damage
Claim notes: Catastrophic flooding causing a total loss of the store,Destroyed
we are totally fine missed us entirely inside the property !,No Damage
house is a mess the basement needs to be gutted need to rebuild,Medium Damage
"Notice of complete destruction event. Every single item, including the television and mattress were washed away down the street.",Destroyed
Minor flooding hit the patio furniture and didn't touch the toys upstairs.,Low Damage
"We suffered a 100 percent casualty of the residence. All furnishings, such as the bed and clothing were washed away down the street.",Destroyed
Building is intact but requires extensive remediation of garage as well as kitchen,Medium Damage
We checked the house and all contents like the car survived the storm with zero damage.,No Damage
just a scare a tiny bit of water in the basement corner today,Low Damage
"I am reporting a 100 percent casualty of the residence. The structure itself, along with the laptop and the sofa have been obliterated.",Destroyed
We checked the home including the delicate fridge were not touched by water and remain completely dry.,No Damage
neighbors said everything is completely untouched no issues at all,No Damage
I can confirm that the residence and all contents like the electronics are completely safe and remain completely dry.,No Damage
